timestamp,log_type,message
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.693886,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.693886,Log,In Fixate coroutine
3.205058,Exception,NullReferenceException: Object reference not set to an instance of an object
3.205058,Exception,NullReferenceException: Object reference not set to an instance of an object
3.210754,Exception,NullReferenceException: Object reference not set to an instance of an object
3.210754,Exception,NullReferenceException: Object reference not set to an instance of an object
3.215967,Exception,NullReferenceException: Object reference not set to an instance of an object
3.215967,Exception,NullReferenceException: Object reference not set to an instance of an object
3.221083,Exception,NullReferenceException: Object reference not set to an instance of an object
3.221083,Exception,NullReferenceException: Object reference not set to an instance of an object
3.226296,Exception,NullReferenceException: Object reference not set to an instance of an object
3.226296,Exception,NullReferenceException: Object reference not set to an instance of an object
3.231472,Exception,NullReferenceException: Object reference not set to an instance of an object
3.231472,Exception,NullReferenceException: Object reference not set to an instance of an object
3.236232,Exception,NullReferenceException: Object reference not set to an instance of an object
3.236232,Exception,NullReferenceException: Object reference not set to an instance of an object
3.240993,Exception,NullReferenceException: Object reference not set to an instance of an object
3.240993,Exception,NullReferenceException: Object reference not set to an instance of an object
3.247008,Exception,NullReferenceException: Object reference not set to an instance of an object
3.247008,Exception,NullReferenceException: Object reference not set to an instance of an object
3.255172,Exception,NullReferenceException: Object reference not set to an instance of an object
3.255172,Exception,NullReferenceException: Object reference not set to an instance of an object
3.262823,Exception,NullReferenceException: Object reference not set to an instance of an object
3.262823,Exception,NullReferenceException: Object reference not set to an instance of an object
3.268005,Exception,NullReferenceException: Object reference not set to an instance of an object
3.268005,Exception,NullReferenceException: Object reference not set to an instance of an object
3.272506,Exception,NullReferenceException: Object reference not set to an instance of an object
3.272506,Exception,NullReferenceException: Object reference not set to an instance of an object
3.276858,Exception,NullReferenceException: Object reference not set to an instance of an object
3.276858,Exception,NullReferenceException: Object reference not set to an instance of an object
3.281833,Exception,NullReferenceException: Object reference not set to an instance of an object
3.281833,Exception,NullReferenceException: Object reference not set to an instance of an object
3.286477,Exception,NullReferenceException: Object reference not set to an instance of an object
3.286477,Exception,NullReferenceException: Object reference not set to an instance of an object
3.290771,Exception,NullReferenceException: Object reference not set to an instance of an object
3.290771,Exception,NullReferenceException: Object reference not set to an instance of an object
3.295005,Exception,NullReferenceException: Object reference not set to an instance of an object
3.295005,Exception,NullReferenceException: Object reference not set to an instance of an object
3.299513,Exception,NullReferenceException: Object reference not set to an instance of an object
3.299513,Exception,NullReferenceException: Object reference not set to an instance of an object
3.303842,Exception,NullReferenceException: Object reference not set to an instance of an object
3.303842,Exception,NullReferenceException: Object reference not set to an instance of an object
3.308533,Exception,NullReferenceException: Object reference not set to an instance of an object
3.308533,Exception,NullReferenceException: Object reference not set to an instance of an object
3.313592,Exception,NullReferenceException: Object reference not set to an instance of an object
3.313592,Exception,NullReferenceException: Object reference not set to an instance of an object
3.318021,Exception,NullReferenceException: Object reference not set to an instance of an object
3.318021,Exception,NullReferenceException: Object reference not set to an instance of an object
3.322201,Exception,NullReferenceException: Object reference not set to an instance of an object
3.322201,Exception,NullReferenceException: Object reference not set to an instance of an object
3.326838,Exception,NullReferenceException: Object reference not set to an instance of an object
3.326838,Exception,NullReferenceException: Object reference not set to an instance of an object
3.33174,Exception,NullReferenceException: Object reference not set to an instance of an object
3.33174,Exception,NullReferenceException: Object reference not set to an instance of an object
3.336253,Exception,NullReferenceException: Object reference not set to an instance of an object
3.336253,Exception,NullReferenceException: Object reference not set to an instance of an object
3.340917,Exception,NullReferenceException: Object reference not set to an instance of an object
3.340917,Exception,NullReferenceException: Object reference not set to an instance of an object
3.345908,Exception,NullReferenceException: Object reference not set to an instance of an object
3.345908,Exception,NullReferenceException: Object reference not set to an instance of an object
3.350551,Exception,NullReferenceException: Object reference not set to an instance of an object
3.350551,Exception,NullReferenceException: Object reference not set to an instance of an object
3.355064,Exception,NullReferenceException: Object reference not set to an instance of an object
3.355064,Exception,NullReferenceException: Object reference not set to an instance of an object
3.359425,Exception,NullReferenceException: Object reference not set to an instance of an object
3.359425,Exception,NullReferenceException: Object reference not set to an instance of an object
3.363846,Exception,NullReferenceException: Object reference not set to an instance of an object
3.363846,Exception,NullReferenceException: Object reference not set to an instance of an object
3.368728,Exception,NullReferenceException: Object reference not set to an instance of an object
3.368728,Exception,NullReferenceException: Object reference not set to an instance of an object
3.373023,Exception,NullReferenceException: Object reference not set to an instance of an object
3.373023,Exception,NullReferenceException: Object reference not set to an instance of an object
3.377401,Exception,NullReferenceException: Object reference not set to an instance of an object
3.377401,Exception,NullReferenceException: Object reference not set to an instance of an object
3.386862,Exception,NullReferenceException: Object reference not set to an instance of an object
3.386862,Exception,NullReferenceException: Object reference not set to an instance of an object
3.39145,Exception,NullReferenceException: Object reference not set to an instance of an object
3.39145,Exception,NullReferenceException: Object reference not set to an instance of an object
3.395758,Exception,NullReferenceException: Object reference not set to an instance of an object
3.395758,Exception,NullReferenceException: Object reference not set to an instance of an object
3.400988,Exception,NullReferenceException: Object reference not set to an instance of an object
3.400988,Exception,NullReferenceException: Object reference not set to an instance of an object
3.4059,Exception,NullReferenceException: Object reference not set to an instance of an object
3.4059,Exception,NullReferenceException: Object reference not set to an instance of an object
3.410418,Exception,NullReferenceException: Object reference not set to an instance of an object
3.410418,Exception,NullReferenceException: Object reference not set to an instance of an object
3.415193,Exception,NullReferenceException: Object reference not set to an instance of an object
3.415193,Exception,NullReferenceException: Object reference not set to an instance of an object
3.41981,Exception,NullReferenceException: Object reference not set to an instance of an object
3.41981,Exception,NullReferenceException: Object reference not set to an instance of an object
3.424136,Exception,NullReferenceException: Object reference not set to an instance of an object
3.424136,Exception,NullReferenceException: Object reference not set to an instance of an object
3.42899,Exception,NullReferenceException: Object reference not set to an instance of an object
3.42899,Exception,NullReferenceException: Object reference not set to an instance of an object
3.433836,Exception,NullReferenceException: Object reference not set to an instance of an object
3.433836,Exception,NullReferenceException: Object reference not set to an instance of an object
3.438155,Exception,NullReferenceException: Object reference not set to an instance of an object
3.438155,Exception,NullReferenceException: Object reference not set to an instance of an object
3.442587,Exception,NullReferenceException: Object reference not set to an instance of an object
3.442587,Exception,NullReferenceException: Object reference not set to an instance of an object
3.447369,Exception,NullReferenceException: Object reference not set to an instance of an object
3.447369,Exception,NullReferenceException: Object reference not set to an instance of an object
3.452218,Exception,NullReferenceException: Object reference not set to an instance of an object
3.452218,Exception,NullReferenceException: Object reference not set to an instance of an object
3.456598,Exception,NullReferenceException: Object reference not set to an instance of an object
3.456598,Exception,NullReferenceException: Object reference not set to an instance of an object
3.460826,Exception,NullReferenceException: Object reference not set to an instance of an object
3.460826,Exception,NullReferenceException: Object reference not set to an instance of an object
3.465678,Exception,NullReferenceException: Object reference not set to an instance of an object
3.465678,Exception,NullReferenceException: Object reference not set to an instance of an object
3.470068,Exception,NullReferenceException: Object reference not set to an instance of an object
3.470068,Exception,NullReferenceException: Object reference not set to an instance of an object
3.474823,Exception,NullReferenceException: Object reference not set to an instance of an object
3.474823,Exception,NullReferenceException: Object reference not set to an instance of an object
3.47943,Exception,NullReferenceException: Object reference not set to an instance of an object
3.47943,Exception,NullReferenceException: Object reference not set to an instance of an object
3.485054,Exception,NullReferenceException: Object reference not set to an instance of an object
3.485054,Exception,NullReferenceException: Object reference not set to an instance of an object
3.494467,Exception,NullReferenceException: Object reference not set to an instance of an object
3.494467,Exception,NullReferenceException: Object reference not set to an instance of an object
3.499767,Exception,NullReferenceException: Object reference not set to an instance of an object
3.499767,Exception,NullReferenceException: Object reference not set to an instance of an object
3.505295,Exception,NullReferenceException: Object reference not set to an instance of an object
3.505295,Exception,NullReferenceException: Object reference not set to an instance of an object
3.510802,Exception,NullReferenceException: Object reference not set to an instance of an object
3.510802,Exception,NullReferenceException: Object reference not set to an instance of an object
3.515574,Exception,NullReferenceException: Object reference not set to an instance of an object
3.515574,Exception,NullReferenceException: Object reference not set to an instance of an object
3.520259,Exception,NullReferenceException: Object reference not set to an instance of an object
3.520259,Exception,NullReferenceException: Object reference not set to an instance of an object
