timestamp,log_type,message
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.45353,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.45353,Log,In Fixate coroutine
2.96208,Exception,NullReferenceException: Object reference not set to an instance of an object
2.96208,Exception,NullReferenceException: Object reference not set to an instance of an object
2.966094,Exception,NullReferenceException: Object reference not set to an instance of an object
2.966094,Exception,NullReferenceException: Object reference not set to an instance of an object
2.969483,Exception,NullReferenceException: Object reference not set to an instance of an object
2.969483,Exception,NullReferenceException: Object reference not set to an instance of an object
2.976515,Exception,NullReferenceException: Object reference not set to an instance of an object
2.976515,Exception,NullReferenceException: Object reference not set to an instance of an object
2.979853,Exception,NullReferenceException: Object reference not set to an instance of an object
2.979853,Exception,NullReferenceException: Object reference not set to an instance of an object
2.983281,Exception,NullReferenceException: Object reference not set to an instance of an object
2.983281,Exception,NullReferenceException: Object reference not set to an instance of an object
2.986922,Exception,NullReferenceException: Object reference not set to an instance of an object
2.986922,Exception,NullReferenceException: Object reference not set to an instance of an object
2.99079,Exception,NullReferenceException: Object reference not set to an instance of an object
2.99079,Exception,NullReferenceException: Object reference not set to an instance of an object
2.994144,Exception,NullReferenceException: Object reference not set to an instance of an object
2.994144,Exception,NullReferenceException: Object reference not set to an instance of an object
2.997757,Exception,NullReferenceException: Object reference not set to an instance of an object
2.997757,Exception,NullReferenceException: Object reference not set to an instance of an object
3.001174,Exception,NullReferenceException: Object reference not set to an instance of an object
3.001174,Exception,NullReferenceException: Object reference not set to an instance of an object
3.005226,Exception,NullReferenceException: Object reference not set to an instance of an object
3.005226,Exception,NullReferenceException: Object reference not set to an instance of an object
3.008705,Exception,NullReferenceException: Object reference not set to an instance of an object
3.008705,Exception,NullReferenceException: Object reference not set to an instance of an object
3.012388,Exception,NullReferenceException: Object reference not set to an instance of an object
3.012388,Exception,NullReferenceException: Object reference not set to an instance of an object
3.015907,Exception,NullReferenceException: Object reference not set to an instance of an object
3.015907,Exception,NullReferenceException: Object reference not set to an instance of an object
3.019331,Exception,NullReferenceException: Object reference not set to an instance of an object
3.019331,Exception,NullReferenceException: Object reference not set to an instance of an object
3.022841,Exception,NullReferenceException: Object reference not set to an instance of an object
3.022841,Exception,NullReferenceException: Object reference not set to an instance of an object
3.026326,Exception,NullReferenceException: Object reference not set to an instance of an object
3.026326,Exception,NullReferenceException: Object reference not set to an instance of an object
3.029903,Exception,NullReferenceException: Object reference not set to an instance of an object
3.029903,Exception,NullReferenceException: Object reference not set to an instance of an object
3.033504,Exception,NullReferenceException: Object reference not set to an instance of an object
3.033504,Exception,NullReferenceException: Object reference not set to an instance of an object
3.036837,Exception,NullReferenceException: Object reference not set to an instance of an object
3.036837,Exception,NullReferenceException: Object reference not set to an instance of an object
3.040427,Exception,NullReferenceException: Object reference not set to an instance of an object
3.040427,Exception,NullReferenceException: Object reference not set to an instance of an object
3.043936,Exception,NullReferenceException: Object reference not set to an instance of an object
3.043936,Exception,NullReferenceException: Object reference not set to an instance of an object
3.051144,Exception,NullReferenceException: Object reference not set to an instance of an object
3.051144,Exception,NullReferenceException: Object reference not set to an instance of an object
3.055049,Exception,NullReferenceException: Object reference not set to an instance of an object
3.055049,Exception,NullReferenceException: Object reference not set to an instance of an object
3.058832,Exception,NullReferenceException: Object reference not set to an instance of an object
3.058832,Exception,NullReferenceException: Object reference not set to an instance of an object
3.06279,Exception,NullReferenceException: Object reference not set to an instance of an object
3.06279,Exception,NullReferenceException: Object reference not set to an instance of an object
3.066448,Exception,NullReferenceException: Object reference not set to an instance of an object
3.066448,Exception,NullReferenceException: Object reference not set to an instance of an object
3.069813,Exception,NullReferenceException: Object reference not set to an instance of an object
3.069813,Exception,NullReferenceException: Object reference not set to an instance of an object
3.073438,Exception,NullReferenceException: Object reference not set to an instance of an object
3.073438,Exception,NullReferenceException: Object reference not set to an instance of an object
3.076757,Exception,NullReferenceException: Object reference not set to an instance of an object
3.076757,Exception,NullReferenceException: Object reference not set to an instance of an object
3.080314,Exception,NullReferenceException: Object reference not set to an instance of an object
3.080314,Exception,NullReferenceException: Object reference not set to an instance of an object
3.084214,Exception,NullReferenceException: Object reference not set to an instance of an object
3.084214,Exception,NullReferenceException: Object reference not set to an instance of an object
3.090035,Exception,NullReferenceException: Object reference not set to an instance of an object
3.090035,Exception,NullReferenceException: Object reference not set to an instance of an object
3.095446,Exception,NullReferenceException: Object reference not set to an instance of an object
3.095446,Exception,NullReferenceException: Object reference not set to an instance of an object
3.098659,Exception,NullReferenceException: Object reference not set to an instance of an object
3.098659,Exception,NullReferenceException: Object reference not set to an instance of an object
3.101811,Exception,NullReferenceException: Object reference not set to an instance of an object
3.101811,Exception,NullReferenceException: Object reference not set to an instance of an object
3.105583,Exception,NullReferenceException: Object reference not set to an instance of an object
3.105583,Exception,NullReferenceException: Object reference not set to an instance of an object
3.10878,Exception,NullReferenceException: Object reference not set to an instance of an object
3.10878,Exception,NullReferenceException: Object reference not set to an instance of an object
3.111943,Exception,NullReferenceException: Object reference not set to an instance of an object
3.111943,Exception,NullReferenceException: Object reference not set to an instance of an object
3.115311,Exception,NullReferenceException: Object reference not set to an instance of an object
3.115311,Exception,NullReferenceException: Object reference not set to an instance of an object
3.118855,Exception,NullReferenceException: Object reference not set to an instance of an object
3.118855,Exception,NullReferenceException: Object reference not set to an instance of an object
3.122438,Exception,NullReferenceException: Object reference not set to an instance of an object
3.122438,Exception,NullReferenceException: Object reference not set to an instance of an object
3.125918,Exception,NullReferenceException: Object reference not set to an instance of an object
3.125918,Exception,NullReferenceException: Object reference not set to an instance of an object
3.129065,Exception,NullReferenceException: Object reference not set to an instance of an object
3.129065,Exception,NullReferenceException: Object reference not set to an instance of an object
3.132465,Exception,NullReferenceException: Object reference not set to an instance of an object
3.132465,Exception,NullReferenceException: Object reference not set to an instance of an object
3.135698,Exception,NullReferenceException: Object reference not set to an instance of an object
3.135698,Exception,NullReferenceException: Object reference not set to an instance of an object
3.139167,Exception,NullReferenceException: Object reference not set to an instance of an object
3.139167,Exception,NullReferenceException: Object reference not set to an instance of an object
3.142368,Exception,NullReferenceException: Object reference not set to an instance of an object
3.142368,Exception,NullReferenceException: Object reference not set to an instance of an object
3.145686,Exception,NullReferenceException: Object reference not set to an instance of an object
3.145686,Exception,NullReferenceException: Object reference not set to an instance of an object
3.14893,Exception,NullReferenceException: Object reference not set to an instance of an object
3.14893,Exception,NullReferenceException: Object reference not set to an instance of an object
3.152215,Exception,NullReferenceException: Object reference not set to an instance of an object
3.152215,Exception,NullReferenceException: Object reference not set to an instance of an object
3.155539,Exception,NullReferenceException: Object reference not set to an instance of an object
3.155539,Exception,NullReferenceException: Object reference not set to an instance of an object
3.158823,Exception,NullReferenceException: Object reference not set to an instance of an object
3.158823,Exception,NullReferenceException: Object reference not set to an instance of an object
3.162371,Exception,NullReferenceException: Object reference not set to an instance of an object
3.162371,Exception,NullReferenceException: Object reference not set to an instance of an object
3.165874,Exception,NullReferenceException: Object reference not set to an instance of an object
3.165874,Exception,NullReferenceException: Object reference not set to an instance of an object
3.169104,Exception,NullReferenceException: Object reference not set to an instance of an object
3.169104,Exception,NullReferenceException: Object reference not set to an instance of an object
3.172609,Exception,NullReferenceException: Object reference not set to an instance of an object
3.172609,Exception,NullReferenceException: Object reference not set to an instance of an object
3.178447,Exception,NullReferenceException: Object reference not set to an instance of an object
3.178447,Exception,NullReferenceException: Object reference not set to an instance of an object
3.182363,Exception,NullReferenceException: Object reference not set to an instance of an object
3.182363,Exception,NullReferenceException: Object reference not set to an instance of an object
3.186173,Exception,NullReferenceException: Object reference not set to an instance of an object
3.186173,Exception,NullReferenceException: Object reference not set to an instance of an object
3.189904,Exception,NullReferenceException: Object reference not set to an instance of an object
3.189904,Exception,NullReferenceException: Object reference not set to an instance of an object
3.193218,Exception,NullReferenceException: Object reference not set to an instance of an object
3.193218,Exception,NullReferenceException: Object reference not set to an instance of an object
3.196742,Exception,NullReferenceException: Object reference not set to an instance of an object
3.196742,Exception,NullReferenceException: Object reference not set to an instance of an object
