directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time
senior_project/P_201209111120/S001,senior_project,P_201209111120,1,1,1,1,1.703803,7.19919
senior_project/P_201209111120/S001,senior_project,P_201209111120,1,2,1,2,7.19919,14.381
senior_project/P_201209111120/S001,senior_project,P_201209111120,1,3,1,3,14.381,15.01581
senior_project/P_201209111120/S001,senior_project,P_201209111120,1,4,1,4,15.01581,17.11086
senior_project/P_201209111120/S001,senior_project,P_201209111120,1,5,1,5,17.11086,17.85814
