directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,outcome,difficulty_level,target_direction,distractor_direction
my_experiment/P_210202222908/S001,my_experiment,P_210202222908,1,1,1,1,1.110344,10.79317,,1,,Northeast
