directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,outcome,difficulty_level,target_direction,distractor_direction,target_movement_filename,distractor_movement_filename
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,1,1,1,1.97575,3.938092,success,1,Northwest,Southeast,target_movement_T001.csv,distractor_movement_T001.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,2,1,2,3.938092,5.990868,success,1,Southwest,Northeast,target_movement_T002.csv,distractor_movement_T002.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,3,1,3,5.990868,8.010737,success,1,Southeast,Northwest,target_movement_T003.csv,distractor_movement_T003.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,4,1,4,8.010737,10.0854,success,1,Southeast,Northwest,target_movement_T004.csv,distractor_movement_T004.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,5,1,5,10.0854,12.06074,success,1,Northwest,Southeast,target_movement_T005.csv,distractor_movement_T005.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,6,1,6,12.06074,13.99007,success,1,Northeast,Southwest,target_movement_T006.csv,distractor_movement_T006.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,7,1,7,13.99007,16.0247,success,1,Southeast,Northwest,target_movement_T007.csv,distractor_movement_T007.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,8,1,8,16.0247,18.02963,success,1,Northeast,Southwest,target_movement_T008.csv,distractor_movement_T008.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,9,1,9,18.02963,20.03094,success,1,Southwest,Northeast,target_movement_T009.csv,distractor_movement_T009.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,10,1,10,20.03094,22.11612,success,1,Southwest,Northeast,target_movement_T010.csv,distractor_movement_T010.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,11,1,11,22.11612,24.08873,success,1,Southwest,Northeast,target_movement_T011.csv,distractor_movement_T011.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,12,1,12,24.08873,26.01835,success,1,Southeast,Northwest,target_movement_T012.csv,distractor_movement_T012.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,13,1,13,26.01835,27.90367,success,1,Northwest,Southeast,target_movement_T013.csv,distractor_movement_T013.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,14,1,14,27.90367,29.79526,success,1,Northwest,Southeast,target_movement_T014.csv,distractor_movement_T014.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,15,1,15,29.79526,31.77494,success,1,Northwest,Southeast,target_movement_T015.csv,distractor_movement_T015.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,16,1,16,31.77494,33.67379,fail,1,Southeast,Northwest,target_movement_T016.csv,distractor_movement_T016.csv
my_experiment/P_210217083644/S001,my_experiment,P_210217083644,1,17,1,17,33.67379,36.23866,,1,Southeast,Northwest,target_movement_T017.csv,distractor_movement_T017.csv
