timestamp,log_type,message
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\New Unity ProjectctQuarentine\participant_list.csv
1.917329,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\New Unity ProjectctQuarentine\participant_list.csv
2.921372,Log,Stimulus Direction is: Northeast
2.921372,Log,Coherence at 0
2.921372,Log,0
2.921372,Log,1
2.921372,Log,2
2.921372,Log,3
2.921372,Log,4
2.921372,Log,5
2.921372,Log,6
2.921372,Log,7
2.921372,Log,8
2.921372,Log,9
2.921372,Log,10
2.921372,Log,11
2.921372,Log,12
2.921372,Log,13
2.921372,Log,14
2.921372,Log,15
2.921372,Log,16
2.921372,Log,17
2.921372,Log,18
2.921372,Log,19
2.921372,Log,20
2.921372,Log,21
2.921372,Log,22
2.921372,Log,23
2.921372,Log,24
2.921372,Log,25
2.921372,Log,26
2.921372,Log,27
2.921372,Log,28
2.921372,Log,29
2.921372,Log,30
2.921372,Log,31
2.921372,Log,32
2.921372,Log,33
2.921372,Log,34
2.921372,Log,35
2.921372,Log,36
2.921372,Log,37
2.921372,Log,38
2.921372,Log,39
2.921372,Log,40
2.921372,Log,41
2.921372,Log,42
2.921372,Log,43
2.921372,Log,44
2.921372,Log,45
2.921372,Log,46
2.921372,Log,47
2.921372,Log,48
2.921372,Log,49
2.921372,Log,50
2.921372,Log,51
2.921372,Log,52
2.921372,Log,53
2.921372,Log,54
2.921372,Log,55
2.921372,Log,56
2.921372,Log,57
2.921372,Log,58
2.921372,Log,59
2.921372,Log,60
2.921372,Log,61
2.921372,Log,62
2.921372,Log,63
2.921372,Log,64
2.921372,Log,65
2.921372,Log,66
2.921372,Log,67
2.921372,Log,68
