timestamp,log_type,message
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
4.01416,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
4.01416,Log,In Fixate coroutine
5.52428,Exception,UnassignedReferenceException: The variable target of DistractorController has not been assigned.
You probably need to assign the target variable of the DistractorController script in the inspector.
5.531979,Exception,NullReferenceException: Object reference not set to an instance of an object
5.531979,Exception,NullReferenceException: Object reference not set to an instance of an object
5.536871,Exception,NullReferenceException: Object reference not set to an instance of an object
5.536871,Exception,NullReferenceException: Object reference not set to an instance of an object
5.541293,Exception,NullReferenceException: Object reference not set to an instance of an object
5.541293,Exception,NullReferenceException: Object reference not set to an instance of an object
5.546024,Exception,NullReferenceException: Object reference not set to an instance of an object
5.546024,Exception,NullReferenceException: Object reference not set to an instance of an object
5.550698,Exception,NullReferenceException: Object reference not set to an instance of an object
5.550698,Exception,NullReferenceException: Object reference not set to an instance of an object
5.555086,Exception,NullReferenceException: Object reference not set to an instance of an object
5.555086,Exception,NullReferenceException: Object reference not set to an instance of an object
5.559526,Exception,NullReferenceException: Object reference not set to an instance of an object
5.559526,Exception,NullReferenceException: Object reference not set to an instance of an object
5.564303,Exception,NullReferenceException: Object reference not set to an instance of an object
5.564303,Exception,NullReferenceException: Object reference not set to an instance of an object
5.569474,Exception,NullReferenceException: Object reference not set to an instance of an object
5.569474,Exception,NullReferenceException: Object reference not set to an instance of an object
5.574282,Exception,NullReferenceException: Object reference not set to an instance of an object
5.574282,Exception,NullReferenceException: Object reference not set to an instance of an object
5.579146,Exception,NullReferenceException: Object reference not set to an instance of an object
5.579146,Exception,NullReferenceException: Object reference not set to an instance of an object
5.584254,Exception,NullReferenceException: Object reference not set to an instance of an object
5.584254,Exception,NullReferenceException: Object reference not set to an instance of an object
5.588946,Exception,NullReferenceException: Object reference not set to an instance of an object
5.588946,Exception,NullReferenceException: Object reference not set to an instance of an object
5.593568,Exception,NullReferenceException: Object reference not set to an instance of an object
5.593568,Exception,NullReferenceException: Object reference not set to an instance of an object
5.598702,Exception,NullReferenceException: Object reference not set to an instance of an object
5.598702,Exception,NullReferenceException: Object reference not set to an instance of an object
5.610076,Exception,NullReferenceException: Object reference not set to an instance of an object
5.610076,Exception,NullReferenceException: Object reference not set to an instance of an object
5.616044,Exception,NullReferenceException: Object reference not set to an instance of an object
5.616044,Exception,NullReferenceException: Object reference not set to an instance of an object
5.621382,Exception,NullReferenceException: Object reference not set to an instance of an object
5.621382,Exception,NullReferenceException: Object reference not set to an instance of an object
5.626816,Exception,NullReferenceException: Object reference not set to an instance of an object
5.626816,Exception,NullReferenceException: Object reference not set to an instance of an object
5.632154,Exception,NullReferenceException: Object reference not set to an instance of an object
5.632154,Exception,NullReferenceException: Object reference not set to an instance of an object
5.6372,Exception,NullReferenceException: Object reference not set to an instance of an object
5.6372,Exception,NullReferenceException: Object reference not set to an instance of an object
5.647201,Exception,NullReferenceException: Object reference not set to an instance of an object
5.647201,Exception,NullReferenceException: Object reference not set to an instance of an object
5.652818,Exception,NullReferenceException: Object reference not set to an instance of an object
5.652818,Exception,NullReferenceException: Object reference not set to an instance of an object
5.65795,Exception,NullReferenceException: Object reference not set to an instance of an object
5.65795,Exception,NullReferenceException: Object reference not set to an instance of an object
5.668756,Exception,NullReferenceException: Object reference not set to an instance of an object
5.668756,Exception,NullReferenceException: Object reference not set to an instance of an object
5.676384,Exception,NullReferenceException: Object reference not set to an instance of an object
5.676384,Exception,NullReferenceException: Object reference not set to an instance of an object
5.681072,Exception,NullReferenceException: Object reference not set to an instance of an object
5.681072,Exception,NullReferenceException: Object reference not set to an instance of an object
5.685951,Exception,NullReferenceException: Object reference not set to an instance of an object
5.685951,Exception,NullReferenceException: Object reference not set to an instance of an object
5.690468,Exception,NullReferenceException: Object reference not set to an instance of an object
5.690468,Exception,NullReferenceException: Object reference not set to an instance of an object
5.694817,Exception,NullReferenceException: Object reference not set to an instance of an object
5.694817,Exception,NullReferenceException: Object reference not set to an instance of an object
5.699322,Exception,NullReferenceException: Object reference not set to an instance of an object
5.699322,Exception,NullReferenceException: Object reference not set to an instance of an object
5.70378,Exception,NullReferenceException: Object reference not set to an instance of an object
5.70378,Exception,NullReferenceException: Object reference not set to an instance of an object
5.708649,Exception,NullReferenceException: Object reference not set to an instance of an object
5.708649,Exception,NullReferenceException: Object reference not set to an instance of an object
5.713106,Exception,NullReferenceException: Object reference not set to an instance of an object
5.713106,Exception,NullReferenceException: Object reference not set to an instance of an object
5.717757,Exception,NullReferenceException: Object reference not set to an instance of an object
5.717757,Exception,NullReferenceException: Object reference not set to an instance of an object
5.722218,Exception,NullReferenceException: Object reference not set to an instance of an object
5.722218,Exception,NullReferenceException: Object reference not set to an instance of an object
5.726831,Exception,NullReferenceException: Object reference not set to an instance of an object
5.726831,Exception,NullReferenceException: Object reference not set to an instance of an object
5.731222,Exception,NullReferenceException: Object reference not set to an instance of an object
5.731222,Exception,NullReferenceException: Object reference not set to an instance of an object
5.735705,Exception,NullReferenceException: Object reference not set to an instance of an object
5.735705,Exception,NullReferenceException: Object reference not set to an instance of an object
5.740111,Exception,NullReferenceException: Object reference not set to an instance of an object
5.740111,Exception,NullReferenceException: Object reference not set to an instance of an object
5.744603,Exception,NullReferenceException: Object reference not set to an instance of an object
5.744603,Exception,NullReferenceException: Object reference not set to an instance of an object
5.749004,Exception,NullReferenceException: Object reference not set to an instance of an object
5.749004,Exception,NullReferenceException: Object reference not set to an instance of an object
5.753285,Exception,NullReferenceException: Object reference not set to an instance of an object
5.753285,Exception,NullReferenceException: Object reference not set to an instance of an object
5.757539,Exception,NullReferenceException: Object reference not set to an instance of an object
5.757539,Exception,NullReferenceException: Object reference not set to an instance of an object
5.761778,Exception,NullReferenceException: Object reference not set to an instance of an object
5.761778,Exception,NullReferenceException: Object reference not set to an instance of an object
5.766732,Exception,NullReferenceException: Object reference not set to an instance of an object
5.766732,Exception,NullReferenceException: Object reference not set to an instance of an object
5.771446,Exception,NullReferenceException: Object reference not set to an instance of an object
5.771446,Exception,NullReferenceException: Object reference not set to an instance of an object
5.77569,Exception,NullReferenceException: Object reference not set to an instance of an object
5.77569,Exception,NullReferenceException: Object reference not set to an instance of an object
5.779935,Exception,NullReferenceException: Object reference not set to an instance of an object
5.779935,Exception,NullReferenceException: Object reference not set to an instance of an object
5.784427,Exception,NullReferenceException: Object reference not set to an instance of an object
5.784427,Exception,NullReferenceException: Object reference not set to an instance of an object
5.789192,Exception,NullReferenceException: Object reference not set to an instance of an object
5.789192,Exception,NullReferenceException: Object reference not set to an instance of an object
5.793562,Exception,NullReferenceException: Object reference not set to an instance of an object
5.793562,Exception,NullReferenceException: Object reference not set to an instance of an object
5.798319,Exception,NullReferenceException: Object reference not set to an instance of an object
5.798319,Exception,NullReferenceException: Object reference not set to an instance of an object
5.803098,Exception,NullReferenceException: Object reference not set to an instance of an object
5.803098,Exception,NullReferenceException: Object reference not set to an instance of an object
5.811777,Exception,NullReferenceException: Object reference not set to an instance of an object
5.811777,Exception,NullReferenceException: Object reference not set to an instance of an object
5.816294,Exception,NullReferenceException: Object reference not set to an instance of an object
5.816294,Exception,NullReferenceException: Object reference not set to an instance of an object
5.820929,Exception,NullReferenceException: Object reference not set to an instance of an object
5.820929,Exception,NullReferenceException: Object reference not set to an instance of an object
5.825626,Exception,NullReferenceException: Object reference not set to an instance of an object
5.825626,Exception,NullReferenceException: Object reference not set to an instance of an object
5.829951,Exception,NullReferenceException: Object reference not set to an instance of an object
5.829951,Exception,NullReferenceException: Object reference not set to an instance of an object
5.834961,Exception,NullReferenceException: Object reference not set to an instance of an object
5.834961,Exception,NullReferenceException: Object reference not set to an instance of an object
5.840025,Exception,NullReferenceException: Object reference not set to an instance of an object
5.840025,Exception,NullReferenceException: Object reference not set to an instance of an object
5.844843,Exception,NullReferenceException: Object reference not set to an instance of an object
5.844843,Exception,NullReferenceException: Object reference not set to an instance of an object
5.84958,Exception,NullReferenceException: Object reference not set to an instance of an object
5.84958,Exception,NullReferenceException: Object reference not set to an instance of an object
