directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,outcome,difficulty_level,target_direction,distractor_direction,target_movement_filename,distractor_movement_filename
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,1,1,1,2.260718,4.254541,success,1,Southeast,Northwest,target_movement_T001.csv,distractor_movement_T001.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,2,1,2,4.254541,6.16377,success,1,Northwest,Southeast,target_movement_T002.csv,distractor_movement_T002.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,3,1,3,6.16377,8.082054,success,1,Northwest,Southeast,target_movement_T003.csv,distractor_movement_T003.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,4,1,4,8.082054,10.01776,success,1,Northwest,Southeast,target_movement_T004.csv,distractor_movement_T004.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,5,1,5,10.01776,11.8406,success,1,Northwest,Southeast,target_movement_T005.csv,distractor_movement_T005.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,6,1,6,11.8406,13.70916,fail,1,Southwest,Northeast,target_movement_T006.csv,distractor_movement_T006.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,7,1,7,13.70916,15.3765,success,1,Southwest,Northeast,target_movement_T007.csv,distractor_movement_T007.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,8,1,8,15.3765,17.24875,success,1,Northwest,Southeast,target_movement_T008.csv,distractor_movement_T008.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,9,1,9,17.24875,19.02007,success,1,Northwest,Southeast,target_movement_T009.csv,distractor_movement_T009.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,10,1,10,19.02007,20.91763,success,1,Southwest,Northeast,target_movement_T010.csv,distractor_movement_T010.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,11,1,11,20.91763,22.75185,success,1,Northeast,Southwest,target_movement_T011.csv,distractor_movement_T011.csv
my_experiment/P_210217080850/S001,my_experiment,P_210217080850,1,12,1,12,22.75185,24.07681,,1,,,target_movement_T012.csv,distractor_movement_T012.csv
