timestamp,log_type,message
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.576587,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.576587,Log,In Fixate coroutine
3.085294,Exception,NullReferenceException: Object reference not set to an instance of an object
3.085294,Exception,NullReferenceException: Object reference not set to an instance of an object
3.089819,Exception,NullReferenceException: Object reference not set to an instance of an object
3.089819,Exception,NullReferenceException: Object reference not set to an instance of an object
3.093504,Exception,NullReferenceException: Object reference not set to an instance of an object
3.093504,Exception,NullReferenceException: Object reference not set to an instance of an object
3.096846,Exception,NullReferenceException: Object reference not set to an instance of an object
3.096846,Exception,NullReferenceException: Object reference not set to an instance of an object
3.10047,Exception,NullReferenceException: Object reference not set to an instance of an object
3.10047,Exception,NullReferenceException: Object reference not set to an instance of an object
3.104799,Exception,NullReferenceException: Object reference not set to an instance of an object
3.104799,Exception,NullReferenceException: Object reference not set to an instance of an object
3.108077,Exception,NullReferenceException: Object reference not set to an instance of an object
3.108077,Exception,NullReferenceException: Object reference not set to an instance of an object
3.112208,Exception,NullReferenceException: Object reference not set to an instance of an object
3.112208,Exception,NullReferenceException: Object reference not set to an instance of an object
3.116703,Exception,NullReferenceException: Object reference not set to an instance of an object
3.116703,Exception,NullReferenceException: Object reference not set to an instance of an object
3.120939,Exception,NullReferenceException: Object reference not set to an instance of an object
3.120939,Exception,NullReferenceException: Object reference not set to an instance of an object
3.125631,Exception,NullReferenceException: Object reference not set to an instance of an object
3.125631,Exception,NullReferenceException: Object reference not set to an instance of an object
3.129042,Exception,NullReferenceException: Object reference not set to an instance of an object
3.129042,Exception,NullReferenceException: Object reference not set to an instance of an object
3.132508,Exception,NullReferenceException: Object reference not set to an instance of an object
3.132508,Exception,NullReferenceException: Object reference not set to an instance of an object
3.136285,Exception,NullReferenceException: Object reference not set to an instance of an object
3.136285,Exception,NullReferenceException: Object reference not set to an instance of an object
3.140446,Exception,NullReferenceException: Object reference not set to an instance of an object
3.140446,Exception,NullReferenceException: Object reference not set to an instance of an object
3.144099,Exception,NullReferenceException: Object reference not set to an instance of an object
3.144099,Exception,NullReferenceException: Object reference not set to an instance of an object
3.147635,Exception,NullReferenceException: Object reference not set to an instance of an object
3.147635,Exception,NullReferenceException: Object reference not set to an instance of an object
3.154806,Exception,NullReferenceException: Object reference not set to an instance of an object
3.154806,Exception,NullReferenceException: Object reference not set to an instance of an object
3.157948,Exception,NullReferenceException: Object reference not set to an instance of an object
3.157948,Exception,NullReferenceException: Object reference not set to an instance of an object
3.161469,Exception,NullReferenceException: Object reference not set to an instance of an object
3.161469,Exception,NullReferenceException: Object reference not set to an instance of an object
3.16506,Exception,NullReferenceException: Object reference not set to an instance of an object
3.16506,Exception,NullReferenceException: Object reference not set to an instance of an object
3.168438,Exception,NullReferenceException: Object reference not set to an instance of an object
3.168438,Exception,NullReferenceException: Object reference not set to an instance of an object
3.175578,Exception,NullReferenceException: Object reference not set to an instance of an object
3.175578,Exception,NullReferenceException: Object reference not set to an instance of an object
3.1789,Exception,NullReferenceException: Object reference not set to an instance of an object
3.1789,Exception,NullReferenceException: Object reference not set to an instance of an object
3.182177,Exception,NullReferenceException: Object reference not set to an instance of an object
3.182177,Exception,NullReferenceException: Object reference not set to an instance of an object
3.185612,Exception,NullReferenceException: Object reference not set to an instance of an object
3.185612,Exception,NullReferenceException: Object reference not set to an instance of an object
3.189551,Exception,NullReferenceException: Object reference not set to an instance of an object
3.189551,Exception,NullReferenceException: Object reference not set to an instance of an object
3.192809,Exception,NullReferenceException: Object reference not set to an instance of an object
3.192809,Exception,NullReferenceException: Object reference not set to an instance of an object
3.1961,Exception,NullReferenceException: Object reference not set to an instance of an object
3.1961,Exception,NullReferenceException: Object reference not set to an instance of an object
3.199378,Exception,NullReferenceException: Object reference not set to an instance of an object
3.199378,Exception,NullReferenceException: Object reference not set to an instance of an object
3.20288,Exception,NullReferenceException: Object reference not set to an instance of an object
3.20288,Exception,NullReferenceException: Object reference not set to an instance of an object
3.206749,Exception,NullReferenceException: Object reference not set to an instance of an object
3.206749,Exception,NullReferenceException: Object reference not set to an instance of an object
3.210027,Exception,NullReferenceException: Object reference not set to an instance of an object
3.210027,Exception,NullReferenceException: Object reference not set to an instance of an object
3.213339,Exception,NullReferenceException: Object reference not set to an instance of an object
3.213339,Exception,NullReferenceException: Object reference not set to an instance of an object
3.216679,Exception,NullReferenceException: Object reference not set to an instance of an object
3.216679,Exception,NullReferenceException: Object reference not set to an instance of an object
3.220089,Exception,NullReferenceException: Object reference not set to an instance of an object
3.220089,Exception,NullReferenceException: Object reference not set to an instance of an object
3.224153,Exception,NullReferenceException: Object reference not set to an instance of an object
3.224153,Exception,NullReferenceException: Object reference not set to an instance of an object
3.227526,Exception,NullReferenceException: Object reference not set to an instance of an object
3.227526,Exception,NullReferenceException: Object reference not set to an instance of an object
3.231289,Exception,NullReferenceException: Object reference not set to an instance of an object
3.231289,Exception,NullReferenceException: Object reference not set to an instance of an object
3.237832,Exception,NullReferenceException: Object reference not set to an instance of an object
3.237832,Exception,NullReferenceException: Object reference not set to an instance of an object
3.243356,Exception,NullReferenceException: Object reference not set to an instance of an object
3.243356,Exception,NullReferenceException: Object reference not set to an instance of an object
3.246716,Exception,NullReferenceException: Object reference not set to an instance of an object
3.246716,Exception,NullReferenceException: Object reference not set to an instance of an object
3.249727,Exception,NullReferenceException: Object reference not set to an instance of an object
3.249727,Exception,NullReferenceException: Object reference not set to an instance of an object
3.252898,Exception,NullReferenceException: Object reference not set to an instance of an object
3.252898,Exception,NullReferenceException: Object reference not set to an instance of an object
3.256502,Exception,NullReferenceException: Object reference not set to an instance of an object
3.256502,Exception,NullReferenceException: Object reference not set to an instance of an object
3.259615,Exception,NullReferenceException: Object reference not set to an instance of an object
3.259615,Exception,NullReferenceException: Object reference not set to an instance of an object
3.262804,Exception,NullReferenceException: Object reference not set to an instance of an object
3.262804,Exception,NullReferenceException: Object reference not set to an instance of an object
3.266343,Exception,NullReferenceException: Object reference not set to an instance of an object
3.266343,Exception,NullReferenceException: Object reference not set to an instance of an object
3.26974,Exception,NullReferenceException: Object reference not set to an instance of an object
3.26974,Exception,NullReferenceException: Object reference not set to an instance of an object
3.273292,Exception,NullReferenceException: Object reference not set to an instance of an object
3.273292,Exception,NullReferenceException: Object reference not set to an instance of an object
3.276741,Exception,NullReferenceException: Object reference not set to an instance of an object
3.276741,Exception,NullReferenceException: Object reference not set to an instance of an object
3.279889,Exception,NullReferenceException: Object reference not set to an instance of an object
3.279889,Exception,NullReferenceException: Object reference not set to an instance of an object
3.283069,Exception,NullReferenceException: Object reference not set to an instance of an object
3.283069,Exception,NullReferenceException: Object reference not set to an instance of an object
3.28668,Exception,NullReferenceException: Object reference not set to an instance of an object
3.28668,Exception,NullReferenceException: Object reference not set to an instance of an object
3.290333,Exception,NullReferenceException: Object reference not set to an instance of an object
3.290333,Exception,NullReferenceException: Object reference not set to an instance of an object
3.293873,Exception,NullReferenceException: Object reference not set to an instance of an object
3.293873,Exception,NullReferenceException: Object reference not set to an instance of an object
3.297055,Exception,NullReferenceException: Object reference not set to an instance of an object
3.297055,Exception,NullReferenceException: Object reference not set to an instance of an object
3.300366,Exception,NullReferenceException: Object reference not set to an instance of an object
3.300366,Exception,NullReferenceException: Object reference not set to an instance of an object
3.303948,Exception,NullReferenceException: Object reference not set to an instance of an object
3.303948,Exception,NullReferenceException: Object reference not set to an instance of an object
3.307142,Exception,NullReferenceException: Object reference not set to an instance of an object
3.307142,Exception,NullReferenceException: Object reference not set to an instance of an object
3.310196,Exception,NullReferenceException: Object reference not set to an instance of an object
3.310196,Exception,NullReferenceException: Object reference not set to an instance of an object
3.313435,Exception,NullReferenceException: Object reference not set to an instance of an object
3.313435,Exception,NullReferenceException: Object reference not set to an instance of an object
3.3173,Exception,NullReferenceException: Object reference not set to an instance of an object
3.3173,Exception,NullReferenceException: Object reference not set to an instance of an object
3.321352,Exception,NullReferenceException: Object reference not set to an instance of an object
3.321352,Exception,NullReferenceException: Object reference not set to an instance of an object
