timestamp,log_type,message
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.758585,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
2.762686,Log,From CreateDotMotion: Northwest
2.762686,Log,Stimulus Direction is: Northwest
2.762686,Log,Coherence at 0
2.762686,Log,0
2.762686,Log,1
2.762686,Log,2
2.762686,Log,3
2.762686,Log,4
2.762686,Log,5
2.762686,Log,6
2.762686,Log,7
2.762686,Log,8
2.762686,Log,9
2.762686,Log,10
2.762686,Log,11
2.762686,Log,12
2.762686,Log,13
2.762686,Log,14
2.762686,Log,15
2.762686,Log,16
2.762686,Log,17
2.762686,Log,18
2.762686,Log,19
2.762686,Log,20
2.762686,Log,21
2.762686,Log,22
2.762686,Log,23
2.762686,Log,24
2.762686,Log,25
2.762686,Log,26
2.762686,Log,27
2.762686,Log,28
2.762686,Log,29
2.762686,Log,30
2.762686,Log,31
2.762686,Log,32
2.762686,Log,33
2.762686,Log,34
2.762686,Log,35
2.762686,Log,36
2.762686,Log,37
2.762686,Log,38
2.762686,Log,39
2.762686,Log,40
2.762686,Log,41
2.762686,Log,42
2.762686,Log,43
2.762686,Log,44
2.762686,Log,45
2.762686,Log,46
2.762686,Log,47
2.762686,Log,48
2.762686,Log,49
2.762686,Log,50
2.762686,Log,51
2.762686,Log,52
2.762686,Log,53
2.762686,Log,54
2.762686,Log,55
2.762686,Log,56
2.762686,Log,57
2.762686,Log,58
2.762686,Log,59
2.762686,Log,60
2.762686,Log,61
2.762686,Log,62
2.762686,Log,63
2.762686,Log,64
2.762686,Log,65
2.762686,Log,66
2.762686,Log,67
2.762686,Log,68
3.855519,Log,trial success
4.855742,Log,From CreateDotMotion: Southeast
4.855742,Log,Stimulus Direction is: Southeast
4.855742,Log,Coherence at 0
5.958043,Log,trial success
6.958494,Log,From CreateDotMotion: Southeast
6.958494,Log,Stimulus Direction is: Southeast
6.958494,Log,Coherence at 0
7.941123,Log,trial success
8.941854,Log,From CreateDotMotion: Southeast
8.941854,Log,Stimulus Direction is: Southeast
8.941854,Log,Coherence at 0
9.933293,Log,trial success
10.93557,Log,From CreateDotMotion: Southwest
10.93557,Log,Stimulus Direction is: Southwest
10.93557,Log,Coherence at 0
10.93557,Log,0
10.93557,Log,1
10.93557,Log,2
10.93557,Log,3
10.93557,Log,4
10.93557,Log,5
10.93557,Log,6
10.93557,Log,7
10.93557,Log,8
10.93557,Log,9
10.93557,Log,10
10.93557,Log,11
10.93557,Log,12
10.93557,Log,13
10.93557,Log,14
10.93557,Log,15
10.93557,Log,16
10.93557,Log,17
10.93557,Log,18
10.93557,Log,19
10.93557,Log,20
10.93557,Log,21
10.93557,Log,22
10.93557,Log,23
10.93557,Log,24
10.93557,Log,25
10.93557,Log,26
10.93557,Log,27
10.93557,Log,28
10.93557,Log,29
10.93557,Log,30
10.93557,Log,31
10.93557,Log,32
10.93557,Log,33
10.93557,Log,34
10.93557,Log,35
10.93557,Log,36
10.93557,Log,37
10.93557,Log,38
10.93557,Log,39
10.93557,Log,40
10.93557,Log,41
10.93557,Log,42
10.93557,Log,43
10.93557,Log,44
10.93557,Log,45
10.93557,Log,46
10.93557,Log,47
10.93557,Log,48
10.93557,Log,49
10.93557,Log,50
10.93557,Log,51
10.93557,Log,52
10.93557,Log,53
10.93557,Log,54
10.93557,Log,55
10.93557,Log,56
10.93557,Log,57
10.93557,Log,58
10.93557,Log,59
10.93557,Log,60
10.93557,Log,61
10.93557,Log,62
10.93557,Log,63
10.93557,Log,64
10.93557,Log,65
10.93557,Log,66
10.93557,Log,67
10.93557,Log,68
11.95575,Log,trial fail
12.95847,Log,From CreateDotMotion: Southwest
12.95847,Log,Stimulus Direction is: Southwest
12.95847,Log,Coherence at 0
12.95847,Log,0
12.95847,Log,1
12.95847,Log,2
12.95847,Log,3
12.95847,Log,4
12.95847,Log,5
12.95847,Log,6
12.95847,Log,7
12.95847,Log,8
12.95847,Log,9
12.95847,Log,10
12.95847,Log,11
12.95847,Log,12
12.95847,Log,13
12.95847,Log,14
12.95847,Log,15
12.95847,Log,16
12.95847,Log,17
12.95847,Log,18
12.95847,Log,19
12.95847,Log,20
12.95847,Log,21
12.95847,Log,22
12.95847,Log,23
12.95847,Log,24
12.95847,Log,25
12.95847,Log,26
12.95847,Log,27
12.95847,Log,28
12.95847,Log,29
12.95847,Log,30
12.95847,Log,31
12.95847,Log,32
12.95847,Log,33
12.95847,Log,34
12.95847,Log,35
12.95847,Log,36
12.95847,Log,37
12.95847,Log,38
12.95847,Log,39
12.95847,Log,40
12.95847,Log,41
12.95847,Log,42
12.95847,Log,43
12.95847,Log,44
12.95847,Log,45
12.95847,Log,46
12.95847,Log,47
12.95847,Log,48
12.95847,Log,49
12.95847,Log,50
12.95847,Log,51
12.95847,Log,52
12.95847,Log,53
12.95847,Log,54
12.95847,Log,55
12.95847,Log,56
12.95847,Log,57
12.95847,Log,58
12.95847,Log,59
12.95847,Log,60
12.95847,Log,61
12.95847,Log,62
12.95847,Log,63
12.95847,Log,64
12.95847,Log,65
12.95847,Log,66
12.95847,Log,67
12.95847,Log,68
