directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,outcome,difficulty_level,target_direction,distractor_direction
my_experiment/P_210202223429/S001,my_experiment,P_210202223429,1,1,1,1,1.321235,5.929315,,1,,Northeast
