timestamp,log_type,message
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.991322,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
1.991322,Log,In Fixate coroutine
3.5034,Exception,NullReferenceException: Object reference not set to an instance of an object
3.5034,Exception,NullReferenceException: Object reference not set to an instance of an object
3.513433,Exception,NullReferenceException: Object reference not set to an instance of an object
3.513433,Exception,NullReferenceException: Object reference not set to an instance of an object
3.518733,Exception,NullReferenceException: Object reference not set to an instance of an object
3.518733,Exception,NullReferenceException: Object reference not set to an instance of an object
3.52357,Exception,NullReferenceException: Object reference not set to an instance of an object
3.52357,Exception,NullReferenceException: Object reference not set to an instance of an object
3.529255,Exception,NullReferenceException: Object reference not set to an instance of an object
3.529255,Exception,NullReferenceException: Object reference not set to an instance of an object
3.534999,Exception,NullReferenceException: Object reference not set to an instance of an object
3.534999,Exception,NullReferenceException: Object reference not set to an instance of an object
3.539861,Exception,NullReferenceException: Object reference not set to an instance of an object
3.539861,Exception,NullReferenceException: Object reference not set to an instance of an object
3.545299,Exception,NullReferenceException: Object reference not set to an instance of an object
3.545299,Exception,NullReferenceException: Object reference not set to an instance of an object
3.551526,Exception,NullReferenceException: Object reference not set to an instance of an object
3.551526,Exception,NullReferenceException: Object reference not set to an instance of an object
3.562078,Exception,NullReferenceException: Object reference not set to an instance of an object
3.562078,Exception,NullReferenceException: Object reference not set to an instance of an object
3.572869,Exception,NullReferenceException: Object reference not set to an instance of an object
3.572869,Exception,NullReferenceException: Object reference not set to an instance of an object
3.57887,Exception,NullReferenceException: Object reference not set to an instance of an object
3.57887,Exception,NullReferenceException: Object reference not set to an instance of an object
3.583941,Exception,NullReferenceException: Object reference not set to an instance of an object
3.583941,Exception,NullReferenceException: Object reference not set to an instance of an object
3.59509,Exception,NullReferenceException: Object reference not set to an instance of an object
3.59509,Exception,NullReferenceException: Object reference not set to an instance of an object
3.599942,Exception,NullReferenceException: Object reference not set to an instance of an object
3.599942,Exception,NullReferenceException: Object reference not set to an instance of an object
3.60492,Exception,NullReferenceException: Object reference not set to an instance of an object
3.60492,Exception,NullReferenceException: Object reference not set to an instance of an object
3.610462,Exception,NullReferenceException: Object reference not set to an instance of an object
3.610462,Exception,NullReferenceException: Object reference not set to an instance of an object
3.615212,Exception,NullReferenceException: Object reference not set to an instance of an object
3.615212,Exception,NullReferenceException: Object reference not set to an instance of an object
3.619798,Exception,NullReferenceException: Object reference not set to an instance of an object
3.619798,Exception,NullReferenceException: Object reference not set to an instance of an object
3.624578,Exception,NullReferenceException: Object reference not set to an instance of an object
3.624578,Exception,NullReferenceException: Object reference not set to an instance of an object
3.630481,Exception,NullReferenceException: Object reference not set to an instance of an object
3.630481,Exception,NullReferenceException: Object reference not set to an instance of an object
3.635106,Exception,NullReferenceException: Object reference not set to an instance of an object
3.635106,Exception,NullReferenceException: Object reference not set to an instance of an object
3.639736,Exception,NullReferenceException: Object reference not set to an instance of an object
3.639736,Exception,NullReferenceException: Object reference not set to an instance of an object
3.644637,Exception,NullReferenceException: Object reference not set to an instance of an object
3.644637,Exception,NullReferenceException: Object reference not set to an instance of an object
3.649861,Exception,NullReferenceException: Object reference not set to an instance of an object
3.649861,Exception,NullReferenceException: Object reference not set to an instance of an object
3.654801,Exception,NullReferenceException: Object reference not set to an instance of an object
3.654801,Exception,NullReferenceException: Object reference not set to an instance of an object
3.659615,Exception,NullReferenceException: Object reference not set to an instance of an object
3.659615,Exception,NullReferenceException: Object reference not set to an instance of an object
3.664848,Exception,NullReferenceException: Object reference not set to an instance of an object
3.664848,Exception,NullReferenceException: Object reference not set to an instance of an object
3.669616,Exception,NullReferenceException: Object reference not set to an instance of an object
3.669616,Exception,NullReferenceException: Object reference not set to an instance of an object
3.67399,Exception,NullReferenceException: Object reference not set to an instance of an object
3.67399,Exception,NullReferenceException: Object reference not set to an instance of an object
3.682382,Exception,NullReferenceException: Object reference not set to an instance of an object
3.682382,Exception,NullReferenceException: Object reference not set to an instance of an object
3.68729,Exception,NullReferenceException: Object reference not set to an instance of an object
3.68729,Exception,NullReferenceException: Object reference not set to an instance of an object
3.692641,Exception,NullReferenceException: Object reference not set to an instance of an object
3.692641,Exception,NullReferenceException: Object reference not set to an instance of an object
3.69752,Exception,NullReferenceException: Object reference not set to an instance of an object
3.69752,Exception,NullReferenceException: Object reference not set to an instance of an object
3.702455,Exception,NullReferenceException: Object reference not set to an instance of an object
3.702455,Exception,NullReferenceException: Object reference not set to an instance of an object
3.707371,Exception,NullReferenceException: Object reference not set to an instance of an object
3.707371,Exception,NullReferenceException: Object reference not set to an instance of an object
3.7124,Exception,NullReferenceException: Object reference not set to an instance of an object
3.7124,Exception,NullReferenceException: Object reference not set to an instance of an object
