timestamp,log_type,message
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0,Exception,NullReferenceException: Object reference not set to an instance of an object
0.02,Exception,NullReferenceException: Object reference not set to an instance of an object
0.3533334,Exception,NullReferenceException: Object reference not set to an instance of an object
0.3839808,Exception,NullReferenceException: Object reference not set to an instance of an object
0.3938285,Exception,NullReferenceException: Object reference not set to an instance of an object
0.4032948,Exception,NullReferenceException: Object reference not set to an instance of an object
0.4093598,Exception,NullReferenceException: Object reference not set to an instance of an object
0.4121246,Exception,NullReferenceException: Object reference not set to an instance of an object
0.4281635,Exception,NullReferenceException: Object reference not set to an instance of an object
0.448052,Exception,NullReferenceException: Object reference not set to an instance of an object
0.4686978,Exception,NullReferenceException: Object reference not set to an instance of an object
0.4954434,Exception,NullReferenceException: Object reference not set to an instance of an object
0.5184801,Exception,NullReferenceException: Object reference not set to an instance of an object
0.5427229,Exception,NullReferenceException: Object reference not set to an instance of an object
0.5655549,Exception,NullReferenceException: Object reference not set to an instance of an object
0.5884876,Exception,NullReferenceException: Object reference not set to an instance of an object
0.5924817,Exception,NullReferenceException: Object reference not set to an instance of an object
0.5956089,Exception,NullReferenceException: Object reference not set to an instance of an object
0.5987005,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6017675,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6052771,Exception,NullReferenceException: Object reference not set to an instance of an object
0.609063,Exception,NullReferenceException: Object reference not set to an instance of an object
0.612246,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6153569,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6186442,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6221585,Exception,NullReferenceException: Object reference not set to an instance of an object
0.625625,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6286262,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6317247,Exception,NullReferenceException: Object reference not set to an instance of an object
0.637893,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6417751,Exception,NullReferenceException: Object reference not set to an instance of an object
0.645847,Exception,NullReferenceException: Object reference not set to an instance of an object
0.649702,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6532856,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6574119,Exception,NullReferenceException: Object reference not set to an instance of an object
0.661239,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6650155,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6693698,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6734948,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6772693,Exception,NullReferenceException: Object reference not set to an instance of an object
0.6850551,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7258502,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7300017,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7338905,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7388985,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7436373,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7478461,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7520304,Exception,NullReferenceException: Object reference not set to an instance of an object
0.756879,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7611533,Exception,NullReferenceException: Object reference not set to an instance of an object
0.765016,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7691128,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7761714,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7801172,Exception,NullReferenceException: Object reference not set to an instance of an object
0.784318,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7881969,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7931231,Exception,NullReferenceException: Object reference not set to an instance of an object
0.7983028,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8037534,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8102943,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8146971,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8201737,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8248428,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8302236,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8393319,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8431516,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8471146,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8512986,Exception,NullReferenceException: Object reference not set to an instance of an object
0.855117,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8603432,Exception,NullReferenceException: Object reference not set to an instance of an object
0.865945,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8700792,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8741592,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8780301,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8827431,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8869666,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8912613,Exception,NullReferenceException: Object reference not set to an instance of an object
0.8952655,Exception,NullReferenceException: Object reference not set to an instance of an object
0.899554,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9033734,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9084626,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9120522,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9155346,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9188913,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9225224,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9262457,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9304417,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9344195,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9387866,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9429598,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9466298,Exception,NullReferenceException: Object reference not set to an instance of an object
0.950175,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9537818,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9574242,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9615449,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9649513,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9681298,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9729086,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9795378,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9834576,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9912384,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9949024,Exception,NullReferenceException: Object reference not set to an instance of an object
0.9993805,Exception,NullReferenceException: Object reference not set to an instance of an object
1.003715,Exception,NullReferenceException: Object reference not set to an instance of an object
1.008563,Exception,NullReferenceException: Object reference not set to an instance of an object
1.013884,Exception,NullReferenceException: Object reference not set to an instance of an object
1.01818,Exception,NullReferenceException: Object reference not set to an instance of an object
1.022142,Exception,NullReferenceException: Object reference not set to an instance of an object
1.026932,Exception,NullReferenceException: Object reference not set to an instance of an object
1.031109,Exception,NullReferenceException: Object reference not set to an instance of an object
1.03526,Exception,NullReferenceException: Object reference not set to an instance of an object
1.039326,Exception,NullReferenceException: Object reference not set to an instance of an object
1.0433,Exception,NullReferenceException: Object reference not set to an instance of an object
1.04794,Exception,NullReferenceException: Object reference not set to an instance of an object
1.052242,Exception,NullReferenceException: Object reference not set to an instance of an object
1.055964,Exception,NullReferenceException: Object reference not set to an instance of an object
1.059952,Exception,NullReferenceException: Object reference not set to an instance of an object
