directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,outcome,difficulty_level,target_direction,distractor_direction,target_movement_filename,distractor_movement_filename
my_experiment/P_210309132049/S001,my_experiment,P_210309132049,1,1,1,1,2.054767,6.703726,success,1,Southwest,Northeast,target_movement_T001.csv,distractor_movement_T001.csv
my_experiment/P_210309132049/S001,my_experiment,P_210309132049,1,2,1,2,6.703726,10.53761,,1,Southeast,Northwest,target_movement_T002.csv,distractor_movement_T002.csv
