directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,outcome,difficulty_level,target_direction,distractor_direction,target_movement_filename,distractor_movement_filename
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,1,1,1,1.794205,3.685684,success,1,Southwest,Northeast,target_movement_T001.csv,distractor_movement_T001.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,2,1,2,3.685684,5.367319,success,1,Southeast,Northwest,target_movement_T002.csv,distractor_movement_T002.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,3,1,3,5.367319,7.139419,success,1,Southwest,Northeast,target_movement_T003.csv,distractor_movement_T003.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,4,1,4,7.139419,8.968105,fail,2,Northwest,Southeast,target_movement_T004.csv,distractor_movement_T004.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,5,1,5,8.968105,10.74819,success,1,Southwest,Northeast,target_movement_T005.csv,distractor_movement_T005.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,6,1,6,10.74819,12.77255,success,1,Northeast,Southwest,target_movement_T006.csv,distractor_movement_T006.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,7,1,7,12.77255,14.76151,success,1,Northeast,Southwest,target_movement_T007.csv,distractor_movement_T007.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,8,1,8,14.76151,16.61913,success,2,Southeast,Northwest,target_movement_T008.csv,distractor_movement_T008.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,9,1,9,16.61913,18.78966,success,2,Northeast,Southwest,target_movement_T009.csv,distractor_movement_T009.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,10,1,10,18.78966,20.747,success,2,Northeast,Southwest,target_movement_T010.csv,distractor_movement_T010.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,11,1,11,20.747,22.70282,success,3,Southeast,Northwest,target_movement_T011.csv,distractor_movement_T011.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,12,1,12,22.70282,24.49722,success,3,Southwest,Northeast,target_movement_T012.csv,distractor_movement_T012.csv
my_experiment/P_210217105928/S001,my_experiment,P_210217105928,1,13,1,13,24.49722,26.19278,success,3,Northeast,Southwest,target_movement_T013.csv,distractor_movement_T013.csv

