timestamp,log_type,message
0,Log,Loaded: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
2.065069,Log,Updating: C:\Users\aisli\OneDrive\Documents\GitHub\Senior Project\Senior-Project\participant_list.csv
3.070424,Log,From CreateDotMotion: Southwest
3.070424,Log,Stimulus Direction is: Southwest
3.070424,Log,Coherence at 0
3.070424,Log,0
3.070424,Log,1
3.070424,Log,2
3.070424,Log,3
3.070424,Log,4
3.070424,Log,5
3.070424,Log,6
3.070424,Log,7
3.070424,Log,8
3.070424,Log,9
3.070424,Log,10
3.070424,Log,11
3.070424,Log,12
3.070424,Log,13
3.070424,Log,14
3.070424,Log,15
3.070424,Log,16
3.070424,Log,17
3.070424,Log,18
3.070424,Log,19
3.070424,Log,20
3.070424,Log,21
3.070424,Log,22
3.070424,Log,23
3.070424,Log,24
3.070424,Log,25
3.070424,Log,26
3.070424,Log,27
3.070424,Log,28
3.070424,Log,29
3.070424,Log,30
3.070424,Log,31
3.070424,Log,32
3.070424,Log,33
3.070424,Log,34
3.070424,Log,35
3.070424,Log,36
3.070424,Log,37
3.070424,Log,38
3.070424,Log,39
3.070424,Log,40
3.070424,Log,41
3.070424,Log,42
3.070424,Log,43
3.070424,Log,44
3.070424,Log,45
3.070424,Log,46
3.070424,Log,47
3.070424,Log,48
3.070424,Log,49
3.070424,Log,50
3.070424,Log,51
3.070424,Log,52
3.070424,Log,53
3.070424,Log,54
3.070424,Log,55
3.070424,Log,56
3.070424,Log,57
3.070424,Log,58
3.070424,Log,59
3.070424,Log,60
3.070424,Log,61
3.070424,Log,62
3.070424,Log,63
3.070424,Log,64
3.070424,Log,65
3.070424,Log,66
3.070424,Log,67
3.070424,Log,68
4.245383,Log,trial success
5.248385,Log,From CreateDotMotion: Northeast
5.248385,Log,Stimulus Direction is: Northeast
5.248385,Log,Coherence at 0
6.688038,Log,trial success
7.690091,Log,From CreateDotMotion: Northwest
7.690091,Log,Stimulus Direction is: Northwest
7.690091,Log,Coherence at 0
7.690091,Log,0
7.690091,Log,1
7.690091,Log,2
7.690091,Log,3
7.690091,Log,4
7.690091,Log,5
7.690091,Log,6
7.690091,Log,7
7.690091,Log,8
7.690091,Log,9
7.690091,Log,10
7.690091,Log,11
7.690091,Log,12
7.690091,Log,13
7.690091,Log,14
7.690091,Log,15
7.690091,Log,16
7.690091,Log,17
7.690091,Log,18
7.690091,Log,19
7.690091,Log,20
7.690091,Log,21
7.690091,Log,22
7.690091,Log,23
7.690091,Log,24
7.690091,Log,25
7.690091,Log,26
7.690091,Log,27
7.690091,Log,28
7.690091,Log,29
7.690091,Log,30
7.690091,Log,31
7.690091,Log,32
7.690091,Log,33
7.690091,Log,34
7.690091,Log,35
7.690091,Log,36
7.690091,Log,37
7.690091,Log,38
7.690091,Log,39
7.690091,Log,40
7.690091,Log,41
7.690091,Log,42
7.690091,Log,43
7.690091,Log,44
7.690091,Log,45
7.690091,Log,46
7.690091,Log,47
7.690091,Log,48
7.690091,Log,49
7.690091,Log,50
7.690091,Log,51
7.690091,Log,52
7.690091,Log,53
7.690091,Log,54
7.690091,Log,55
7.690091,Log,56
7.690091,Log,57
7.690091,Log,58
7.690091,Log,59
7.690091,Log,60
7.690091,Log,61
7.690091,Log,62
7.690091,Log,63
7.690091,Log,64
7.690091,Log,65
7.690091,Log,66
7.690091,Log,67
7.690091,Log,68
