directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time
senior_project/P_201208233552/S001,senior_project,P_201208233552,1,1,1,1,1.592979,5.033333
senior_project/P_201208233552/S001,senior_project,P_201208233552,1,2,1,2,5.033333,10.09977
senior_project/P_201208233552/S001,senior_project,P_201208233552,1,3,1,3,10.09977,16.04012
senior_project/P_201208233552/S001,senior_project,P_201208233552,1,4,1,4,16.04012,18.43571

